Day, Time, Moisture 1, Moisture 2, Moisture 3, Moisture 4, Moisture 5, Moisture 6, Moisture 7, Moisture 8, Moisture 9, Moisture 10, 
2026-3-13, 2-37-32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-38-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-39-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-40-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-40-53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-41-43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-42-34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-43-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-44-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-45-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-45-55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-46-45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-47-36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-48-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-49-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-50-7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-50-57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-51-47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-52-38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-53-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-54-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-55-9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-55-59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-56-49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-57-40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-58-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 2-59-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-0-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-1-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-1-52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-2-42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-3-32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-4-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-5-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-6-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-6-54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-7-44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-8-34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-9-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-10-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-11-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-11-56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-12-46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-13-36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-14-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-15-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-16-7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-16-58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-17-48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-18-38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-19-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-20-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-21-9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-22-0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-22-50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-23-40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-24-31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-25-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-26-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-27-2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-27-52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-28-43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-29-33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-30-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-31-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-32-4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-32-54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-33-45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-34-35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-35-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-36-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-37-6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-37-56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-38-47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-39-37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-40-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-41-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-42-8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-42-58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-43-49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-44-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-45-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-46-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-47-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-48-0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-48-51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-49-41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-50-31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-51-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-52-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-53-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-53-53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-54-43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-55-34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-56-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-57-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-58-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-58-55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 3-59-45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-0-36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-1-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-2-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-3-7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-3-57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-4-47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-5-38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-6-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-7-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-8-9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-8-59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-9-49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-10-40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-11-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-12-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-13-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-14-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-14-51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-15-42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-16-32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-17-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-18-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-19-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-19-54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-20-44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-21-34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-22-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-23-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-24-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-24-56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-25-46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-26-36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-27-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-28-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-29-7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-29-58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-30-48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-31-38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-32-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-33-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-34-9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-35-0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-35-50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-36-40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-37-31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-38-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-39-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-40-2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-40-52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-41-42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-42-33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-43-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-44-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-45-4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-45-54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-46-45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-47-35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-48-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-49-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-50-6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-50-56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-51-47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-52-37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-53-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-54-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-55-8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-55-58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-56-49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-57-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-58-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 4-59-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-0-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-1-0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-1-51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-2-41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-3-31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-4-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-5-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-6-2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-6-53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-7-43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-8-34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-9-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-10-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-11-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-11-55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-12-45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-13-36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-14-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-15-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-16-7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-16-57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-17-47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-18-38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-19-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-20-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-21-9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-21-59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-22-49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-23-40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-24-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-25-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-26-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-27-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-27-51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-28-42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-29-32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-30-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-31-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-32-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-32-54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-33-44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-34-34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-35-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-36-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-37-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-37-56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-38-46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-39-36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-40-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-41-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-42-7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-42-58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-43-48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-44-38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-45-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-46-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-47-9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-48-0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-48-50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-49-40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-50-31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-51-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-52-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-53-2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-53-52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-54-42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-55-33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-56-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-57-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-58-4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-58-54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 5-59-45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-0-35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-1-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-2-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-3-6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-3-56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-4-47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-5-37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-6-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-7-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-8-8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-8-58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-9-49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-10-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-11-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-12-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-13-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-14-0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-14-51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-15-41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-16-31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-17-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-18-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-19-2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-19-53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-20-43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-21-33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-22-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-23-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-24-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-24-55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-25-45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-26-36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-27-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-28-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-29-7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-29-57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-30-47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-31-38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-32-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-33-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-34-9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-34-59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-35-49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-36-40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-37-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-38-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-39-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-40-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-40-51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-41-42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-42-32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-43-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-44-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-45-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-45-53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-46-44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-47-34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-48-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-49-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-13, 6-50-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
